"V1" "V2" "V3" "v4" "V5" "V6"
10.97 3.56 33 2109 347 692
10.15 4.74 26 3018 432 817
9.4 2 20 3123 449 982
14.65 5.23 42 2259 323 729
13.09 2.98 31 2119 414 872
9.28 5.23 26 3295 364 800
13.62 3.44 23 6394 545 1151
13.44 5.96 38 1964 346 730
11.75 3.82 32 2396 329 762
11.85 5.92 28 2526 372 877
14 4.33 38 2076 410 764
13.47 6.79 39 1851 314 720
15.68 4.26 36 2208 427 909
10.96 7.09 25 2522 471 915
14.16 5.86 39 1922 412 760
12.94 6.25 38 1751 402 713
12.96 6.39 38 2193 384 729
11.06 6.65 29 2237 428 798
13.55 6.4 34 2179 427 850
13.17 6.45 29 2547 432 970
10.13 3.5 23 6835 424 897
11.24 6.21 28 5571 388 777
14.15 7.79 36 2187 350 820
10.03 6.1 18 3983 529 1162
15.56 6.82 33 2331 472 998
9.72 4.12 27 5740 341 754
15.08 6.43 27 2658 461 1193
12.59 8.05 28 2979 441 963
14.55 6.84 34 2156 405 927
9.02 6.56 18 4263 426 1065
13.36 6.55 35 1941 354 812
12.76 6.75 36 2260 393 771
13.65 6.36 39 3845 366 731
12.82 7.85 29 2706 483 940
12.61 6.84 35 1946 391 766
10.84 3.11 19 3950 542 1304
15.42 7.49 45 1535 366 729
13.62 3.78 35 2129 428 888
15.43 6.22 42 1866 371 795
11.34 3.97 22 3076 592 1180
11.93 6.73 30 4966 403 830
11.48 4.45 33 2491 402 762
14.72 6.81 33 2505 454 977
14.17 3.3 28 2261 496 1102
13.59 6.43 37 1768 418 794
11.74 4.29 32 2610 419 870
12.29 5.21 32 5062 349 773
14.58 3.34 42 3751 347 718
13.31 5.11 31 2338 427 898
10.75 4.78 21 3217 481 1071
11.97 5.33 42 1817 325 597
12.51 6.32 33 2476 354 788
13.86 4.99 31 2317 401 931
12.52 6.17 37 2037 346 702
13.52 6.6 36 1797 352 778
13.94 4 33 2515 394 923
17.47 3.48 35 2097 372 1034
17.53 6.14 42 1493 334 870
14.05 5.67 38 2253 311 848
18.42 6.82 33 2422 454 1163
14.22 5.58 31 2344 375 1052
15.24 6.29 30 2560 384 1100
14.83 5.71 32 2106 404 1068
11.88 6.6 37 4129 278 651
14.97 6.31 28 2556 425 1230
16.44 4.46 34 2146 409 1034
14.91 7.87 36 2407 375 939
14.59 7.4 32 2591 345 974
10.91 4.88 22 3074 418 1124
18.12 5.27 31 2150 435 1251
18.11 5.89 36 2217 399 1140
13.26 6.82 24 3110 400 1175
12.69 7.06 36 1988 323 820
15.92 6.93 29 2474 450 1169
15.49 5.23 32 2269 435 1126
16.81 4.79 34 2448 424 1077
13.69 6.31 29 2824 431 1120
14.83 8.63 27 5860 428 1135
13.98 5.72 29 5210 341 1007
14.83 4.88 33 2171 367 955
15.93 6.96 35 2261 342 1035
17.97 6.73 41 1708 352 931
14.96 4.81 28 2385 425 1217
11.98 7.04 39 2017 262 656
15.42 8.35 23 3730 544 1553
13.1 6.88 28 2428 381 994
11.36 7.02 18 3753 543 1441
14.59 4.76 37 2119 354 842
12.99 4.73 29 2532 367 976
14.65 5.87 23 2888 550 1361
15.51 6.56 47 1809 323 751
16.9 4.14 19 4661 624 1927
15.2 7.07 29 5189 416 1091
13.68 6.68 23 2533 462 1289
17.17 4.81 28 2861 506 1293
12.89 6.56 15 4536 661 1794
16.4 6.47 29 2634 456 1181
12 4.67 22 3357 434 1138
13.96 6.86 27 2700 452 1079
18.13 4.91 26 3150 553 1450
18.57 6.93 28 2627 531 1377
12.72 6.25 18 4050 593 1464
14.61 6.73 31 2208 363 975
14.17 6.79 31 2690 379 949
22.73 2.12 18 4227 692 2699
19.51 2.24 9 7867 1084 4587
20.85 2.6 17 4969 650 2843
20.64 2.54 16 5677 638 2835
23.3 2.21 15 5104 793 3610
22.11 2.59 17 8795 630 2658
22.03 2.23 17 4034 708 2997
21.15 2.16 12 5550 875 3757
19.77 3.34 16 4530 724 2856
17.84 3.74 13 5889 644 2928
16.63 1.74 10 8046 870 3821
20.68 2.37 17 4962 544 2594
20.83 2.87 18 4633 766 2930
22.27 2 19 4045 527 2498
20.51 2.05 16 9844 625 2616
20.66 2.51 17 4662 557 2608
22.77 2.31 20 3222 644 2611
26 2.81 24 3572 562 2328
19.12 2.41 14 6386 832 3584
15.25 2.21 17 3176 497 1928
23.54 2.43 12 12125 901 3935
24.56 2.17 15 5100 853 3515
27.32 2.44 15 5752 1004 4135
24.58 2.43 15 5176 879 3516
18.15 2.41 15 10768 755 2931
23.79 2.51 16 4875 774 3190
23.17 3.31 15 4832 775 3302
22.17 1.91 18 4097 700 2626
16.07 2.08 16 3784 632 2273
20.66 2.15 22 3987 587 2174
23.11 2.34 15 6076 898 3485
22.62 2.34 16 9825 755 2795
18.35 2.17 10 7608 1131 4622
19.26 2.35 21 2986 572 1971
21.98 2.52 20 3864 586 2384
18.01 3.12 12 11140 815 2952
19.91 2.22 13 5580 649 3335
25.32 1.78 16 5617 856 3394
21 2.44 14 5880 937 3176
20.47 2.31 12 6415 1097 4408
19.83 2.21 9 18227 1063 4556
26.28 2.07 14 10508 883 3326
22.95 3.38 18 4597 724 2692
22.32 1.48 18 3303 660 2618
19.09 2.07 17 4556 643 2392
20.88 2.42 14 4941 683 3185
24.04 2.22 16 5351 787 3206
22.07 5.27 34 1895 441 1370
22 5.7 23 3167 593 2044
22.51 7.76 43 3403 390 1165
20.98 6.1 32 2304 483 1400
23.14 4.15 40 1888 433 1326
23.62 5.9 29 2441 525 1738
20.68 6.82 43 1702 388 1150
22.76 4.31 30 2370 493 1620
20.56 5.19 39 3677 439 1220
24.58 5.88 30 2378 505 1749
20.6 6.72 37 2205 469 1411
20.74 4.31 26 2744 504 1703
22.73 6.81 33 4485 464 1478
22.67 6.78 44 1653 368 1099
20.09 4.69 37 2129 431 1265
23.41 5.68 37 2115 439 1368
20.64 6.81 28 2239 538 1717
18.61 4.56 41 1582 337 965
23.52 5.72 32 2143 504 1710
23.69 6.04 40 1935 451 1260
20.71 4.57 34 1980 433 1454
17.22 6.81 41 1431 325 906
23.94 7.5 40 1975 453 1379
22.4 5.13 47 1551 377 1084
19.67 3.97 33 2145 436 1378
21.07 6.62 50 1418 289 964
22.76 6.11 35 1973 472 1502
21.1 6.28 50 1474 330 904
22.65 8.51 35 1983 476 1496
19.56 6.72 40 1836 353 1046
18.59 3.83 25 3132 554 1716
21.41 6.12 50 1405 325 922
20.99 6.64 40 1476 429 1168
18.36 5.52 27 2638 498 1463
20.63 7.94 41 1775 399 1120
23.93 7.77 43 1669 427 1213
21.6 6.73 37 1889 455 1321
21.9 4.56 43 1489 369 1111
18.24 4.69 20 3510 631 1920
19.54 7.6 44 1668 380 968
16.27 4.5 14 5426 916 2449
23.01 5.27 34 2104 530 1428
19.52 5.74 38 1849 383 1084
21.89 5.73 34 2042 459 1358
20.57 3.91 45 1676 356 965
19.24 3.33 23 3498 423 1786
22.22 3.33 27 2849 378 2668
21.91 1.79 25 3175 486 2034
21.16 3 24 3192 407 1866
22.91 3.81 40 1755 322 1332
20.62 3.53 23 3456 401 1899
22.37 2.52 28 2552 434 1849
19.72 2.36 27 2704 375 1686
23.13 4.1 27 3167 447 1980
21.23 3.35 27 2793 362 1747
19.59 3.32 26 2822 315 1729
25.36 2.28 18 4320 603 3004
16.8 2.72 21 3171 400 1831
17.21 3.17 15 4452 585 2445
26.87 4.52 24 3312 568 2561
21.28 1.77 27 3053 320 1692
19.87 1.81 22 3491 462 2071
24.06 2.81 26 3362 462 1986
20.4 2.91 18 4177 533 2600
19.44 2.93 20 3354 471 2086
21.14 3.19 23 3381 478 2088
23.14 1.75 29 2905 436 1714
25.49 2.32 22 3262 593 2630
21.1 2.35 34 2006 333 1332
22.18 3.75 29 2514 457 1732
25.65 2.73 29 2812 452 1899
18.18 2.98 17 4574 603 2420
19.56 2.88 31 2253 338 1343
22.51 2.98 30 2444 415 1700
21.63 2.9 24 2965 487 1917
23.12 2.26 25 3334 488 2145
21.46 1.37 25 2911 419 1846
20.33 3.47 16 8880 686 2748
21.76 2.26 25 3266 426 1869
27.28 2.84 29 2913 472 2088
21.54 2.86 25 2959 456 1873
21.25 2.26 20 3525 565 2358
23.58 2.92 27 2969 468 1860
22.88 2.32 23 3170 516 2102
23.41 3.02 24 3152 494 2063
23.01 3.25 22 3071 530 2204
23.86 3.53 33 2318 380 1522
21.35 3.38 21 3314 544 2148
19.8 4.57 36 2370 247 1176
18.99 3.17 23 2930 426 1763
17.11 3.87 23 3112 562 1589
18.59 3.62 18 4117 640 2179
14.7 4.99 12 6400 717 2615
16.84 4.74 33 2149 454 1168
15.85 3.75 19 4146 541 1783
18.37 4.01 38 1778 415 1107
19.19 4.95 21 3714 636 1954
16.76 3.81 33 2238 441 1196
12.24 3.2 20 3573 426 1306
16.81 4.47 32 2336 499 1286
20.5 4.34 13 5908 880 3362
14.14 3.79 30 5292 451 2515
18.2 4.25 17 4398 653 2284
21.5 4.73 48 3232 331 978
18.07 4.33 31 2379 417 1244
14.86 4.5 33 2202 353 1050
17.64 4.21 20 3597 589 1919
17.07 3.57 24 3155 563 1655
18.24 3.5 26 3201 504 1490
16.65 5.06 23 3310 532 1762
16.83 4.6 20 3321 524 1790
16.53 4.12 25 6238 480 1453
19.27 4.18 26 3051 477 1593
15.19 3.81 25 3168 488 1476
15.31 3.75 31 2628 333 1127
16 5.05 36 4342 315 977
15.3 5.08 21 7691 452 1528
17.4 3.55 29 2392 489 1386
17.72 3.57 27 2664 438 1521
17.01 4.83 40 1977 385 1045
15.72 4.89 26 2665 420 1294
16.51 3.02 31 5137 456 1268
17.19 4.77 27 3151 430 1448
18.4 4.71 30 4924 460 1252
18.58 4.21 22 7009 541 1721
17.48 3.97 27 2831 482 1443
16.31 3.29 23 3342 452 1547
19.33 4.29 25 3084 578 1720
17.07 5.26 30 2490 340 1239
18.48 3.78 28 2679 466 1403
15.5 4.37 25 3156 377 1351
17.64 4.17 24 2975 561 1549
15.87 5.12 30 2504 458 1253
20.28 3.55 33 4776 428 1253
17.16 5.53 24 3035 575 1564
16.79 3.97 33 4827 422 1159
19.12 4.77 27 5762 487 1343
15.94 4.72 31 2485 433 1151
18.46 4.36 24 6520 541 1538
15.59 4.81 22 3134 490 1514
17.27 3.98 40 2052 264 923
16.26 3.42 36 2048 268 956
17.11 2.3 37 2155 280 1073
20.31 3.91 39 1995 289 1102
15.49 3.61 38 1912 273 947
14.09 4.03 26 2834 288 1146
18.11 4.61 39 2126 305 1075
18.57 2.77 28 2685 342 1413
14.35 3.93 42 1857 226 790
18.2 3.48 36 2108 221 1076
15.54 3 40 1732 202 892
16.72 3.41 27 3051 349 1321
17.14 4.22 34 2096 298 1154
19.3 3.27 36 2362 282 1143
18.65 3.71 43 1977 264 995
18.61 3.16 43 1808 210 929
15.11 2.28 44 1557 248 787
16.53 3.41 44 1514 244 807
19.05 3.89 39 2098 284 1122
16.08 4.47 40 1779 287 864
12.78 3.38 33 2187 268 881
16.41 3.97 42 2047 254 849
17.5 3.82 39 2097 267 1017
16.55 3.65 38 1819 294 935
16.8 4.04 28 2666 342 1356
16.87 4.08 36 2357 308 1036
14.75 3.31 36 2120 255 928
16.47 4.13 43 3568 275 791
20.71 4.53 36 2133 363 1302
17.42 2.64 36 2045 325 1028
14.27 3.86 28 2861 322 1153
16.7 3.43 61 1218 218 605
15.15 3.53 24 3287 424 1439
18.18 3.99 44 1684 299 889
17.72 2.71 44 3565 271 875
16.6 3.88 56 1348 234 645
17.2 4.44 48 1604 262 795
18.9 3.67 40 1921 308 1028
15.58 2.96 18 3763 488 1834
16.42 4.69 41 2030 267 848
16.53 2.6 29 2539 356 1205
15.05 4.5 39 1978 249 815
16.94 2.14 34 2284 287 1048
17.97 4.39 41 1760 257 927
17.48 4.09 42 1914 279 880
14.5 3.76 35 1944 252 886
14.36 2.47 37 2098 244 832
18.13 3.5 44 1711 257 880
20.19 4.42 41 1769 315 1052
20.54 3.79 42 1787 270 1034
17.75 4.05 45 1443 254 917
22.19 4.31 33 2458 377 1424
21.98 4.46 53 1413 294 963
22.23 4.04 31 2174 392 1519
22.21 3.01 49 1396 315 1049
20.84 3.88 39 1943 295 1139
18.25 4.82 44 1949 288 960
22.25 4.03 51 1407 251 931
21.73 3.56 47 1346 346 1061
22.37 4.24 32 2398 364 1492
17.31 5.32 44 1696 320 901
20.67 4.78 39 1738 363 1129
24.03 3.09 49 1477 328 1123
18.17 2.53 33 2744 246 1182
18.51 4.51 39 1651 316 1088
18.67 4.74 43 1525 266 933
23.48 5 45 1547 365 1210
22.87 2.98 48 1537 265 1023
21.88 4.7 42 1843 342 1183
22.26 4.63 45 1595 302 1063
20.82 3.63 50 1454 287 945
21.57 3.32 55 1393 246 842
20.71 4.91 49 1472 265 957
20.56 4.72 53 1309 240 833
20.51 4.83 48 1519 287 968
22.65 4.48 59 1225 241 818
18.62 4.48 65 1220 193 648
21.22 3.46 47 1684 277 961
19.33 4.58 41 1623 278 1067
21.24 3.51 52 1292 273 898
21.18 4.57 36 2038 362 1310
20.6 4.91 48 1481 285 923
20.59 4.98 40 1884 314 1143
20.16 4.74 56 1315 245 784
21.41 5.28 38 1904 365 1251
21.83 5.31 49 1510 271 970
20.8 5.25 36 1963 348 1225
20.22 4.08 40 1980 323 1069
17.06 5.01 38 2207 270 971
22.21 3.98 49 2983 283 939
20.68 5.35 40 1908 332 1090
18.58 4.95 42 1724 303 935
19.03 4.71 40 1846 329 1005
20.29 4.07 43 1870 302 1006
20.48 4.5 45 1435 290 971
20.36 3.15 50 1513 273 870
19.4 4.35 43 1443 307 937
18.39 3.75 33 2640 399 1255
14.97 3.72 16 4616 562 2087
21.41 3.92 44 3451 345 950
19.43 3.9 19 3635 591 2282
17.31 5.97 33 2198 349 1098
18.12 4.11 15 5276 690 2729
23.33 2.2 36 1962 400 1340
17.08 4.32 14 5258 682 2770
21.31 6.56 38 2119 376 1158
16.98 3.2 11 6638 844 3472
20.38 2.43 34 2100 393 1236
16.07 5.48 13 7121 763 2778
20.04 3.01 39 1682 335 1061
21.92 2.46 25 2947 502 2007
19.18 4.02 37 2179 320 1073
16.15 6.55 23 3290 424 1574
19.44 5.65 33 2024 409 1221
18.34 3.81 39 1929 299 1054
16.97 4.76 30 2324 381 1172
18.84 6.13 45 1561 295 944
21.39 4.6 43 1988 359 1057
19.56 2.58 50 1477 262 882
18.1 4.44 30 5222 423 1229
18.11 6.5 41 1724 303 996
15.49 5.39 35 1846 339 923
18.24 2.7 32 2199 391 1285
23.56 3.51 43 1799 385 1146
23.47 6.38 45 1704 376 1174
17.38 5.78 41 1883 282 887
17.93 4.86 33 2224 415 1222
18.67 5.06 35 1889 349 1115
17.6 5.25 35 2114 367 1106
16.85 2.32 30 2432 416 1173
16.18 4.41 22 2937 493 1614
20.29 4.99 42 1973 382 1030
21.33 2.49 50 1614 300 936
21.19 3.54 48 1362 312 943
17.86 6.21 31 2247 386 1218
22.14 3.05 46 1676 352 1056
16.93 4.55 29 2491 401 1227
18.33 3.64 29 2874 458 1435
18.59 5.76 35 4546 338 1015
19.82 1.11 34 2066 430 1209
16.98 5.66 36 2070 338 989
18.79 2.64 34 2209 426 1243
20.1 6.5 29 5456 412 1341
20.3 1.71 23 3133 569 1830
17.85 5.39 37 2012 343 1000
18.23 10.93 32 2634 412 1218
12.87 10.3 20 3897 443 1365
19.1 6.04 39 1889 470 1139
16.18 7.68 27 2560 550 1272
12.74 8.18 34 2079 377 873
16.84 10.19 35 2271 392 1018
17.57 7.26 27 2718 658 1644
14.74 7.88 21 2883 437 1530
17.98 8.88 38 4033 399 995
19.54 8.56 32 2829 396 1304
15.86 8.01 33 2222 441 1103
16.47 9.32 27 2804 431 1333
16.12 5.6 30 2318 450 1233
20.12 6.61 24 6490 515 1753
16.25 9.36 34 2269 410 1098
12.04 7.68 15 3680 509 1727
13.9 8.62 29 2195 382 1101
17.6 11.25 35 2633 356 1083
17.33 8.23 25 3019 577 1589
18.81 8.64 35 2018 393 1157
15.8 10.78 23 3297 531 1579
15.38 9.2 30 2866 401 1102
15 7.83 33 2098 378 1032
16.96 8.97 25 2971 499 1457
14.56 9.23 24 3075 464 1373
16.4 9.93 33 4635 357 1066
16.14 10.46 43 1995 327 889
11.45 10.49 21 3920 396 1160
16.72 9.15 24 6610 494 1506
18.17 7 26 2675 475 1487
12.93 10.69 30 2486 374 1009
16.17 11.37 36 2027 384 1003
12.74 8.44 25 2729 381 1132
18.01 8.79 26 3062 469 1506
16.01 10.95 32 2214 381 1111
17.94 7.44 18 3427 732 2169
16.27 9.53 24 7310 495 1492
17.7 7.02 31 2748 427 1243
15.48 6.59 21 2800 509 1507
18.33 11.05 29 3058 492 1339
11.71 10.21 21 2969 421 1177
15.95 10.23 34 2483 397 988
15.38 14.08 28 2754 447 1161
12.21 11.14 25 2935 394 1035
12.31 9.37 21 3080 389 1256
17.77 7.85 36 2537 318 1055
14.67 8.29 16 3690 734 1959
11.46 10.63 11 7860 587 2227
13.45 9.11 9 8267 747 3172
13.8 12.11 15 5812 641 2137
12.43 11.63 11 8776 609 2391
14.42 13.61 12 6745 776 2792
16.49 11.12 7 9780 1123 4990
13.28 12.26 12 7570 730 2617
15.14 8.93 15 5096 548 3999
9.41 7.5 6 23350 1127 3515
11.3 13.38 8 12195 709 3016
12.46 11.61 7 12420 965 4071
14.14 9.63 9 7287 722 3348
14.4 13.66 19 4680 472 1734
12.67 8.62 9 8120 685 3004
12.9 9.86 10 6594 708 2952
18.54 11.8 9 10840 958 4427
10.58 8.36 10 5904 646 2816
16.36 9.02 7 9326 1157 5019
15.03 12.81 18 5857 482 1912
13.32 9.41 7 11494 961 4089
17.78 13.44 19 3695 569 2125
12.82 11.17 8 10785 839 3440
15.65 10.53 19 5005 550 1958
17.36 8.75 14 4924 690 2662
15.8 11.47 10 16266 867 3413
15.97 11.85 12 6925 715 2856
6.5 13.76 7 7954 640 2103
16.95 11.2 11 6905 832 3276
12.34 8.99 9 11313 818 3108
12.37 11.25 6 12380 1010 4384
11.81 11.13 14 4838 541 1911
11.9 11.03 19 4892 406 1345
11.42 12.45 4 18330 1585 6348
15.99 10.38 20 3543 484 1718
8.1 9.28 7 11246 677 2567
8.8 10.4 9 7973 603 2133
11.04 10.3 19 5432 496 1605
18.45 9.99 16 4927 671 2512
18.65 12.06 14 11473 691 2431
11.02 12.88 7 8803 772 3431
12.54 9.89 3 24160 2159 8837
11.96 12.06 10 8748 869 3093
11.59 9.17 6 21310 806 3133
15.51 9.87 10 10218 953 3264
12.93 9.69 13 5377 563 2106
17.56 12.59 13 6531 838 2854
16.25 11.62 14 5494 708 2474
13.39 11.99 20 4011 423 1429
10.44 11.46 13 5160 531 1717
21.03 2.65 30 2448 432 1478
19.74 2.54 29 2952 381 1459
23.2 1.81 23 6449 533 2151
19.79 2.48 35 2009 365 1296
22.86 3.17 38 2004 356 1286
22.92 2.79 32 2209 475 1680
21.64 1.65 30 2632 398 1540
21.05 1.53 33 2113 410 1501
22.5 2.79 32 2379 394 1500
22.7 2.3 32 2224 462 1656
19.99 2.28 36 1973 355 1188
21.36 2.69 44 1676 346 1131
22.29 2.58 36 1967 380 1321
22.36 3.14 44 1515 342 1186
22.69 2.35 31 2390 474 1556
22.89 1.56 32 2308 476 1664
17.41 3.04 32 2209 323 1156
24.12 2.16 39 1817 401 1440
19.93 2.68 29 2456 428 1461
21.14 2.53 33 2351 411 1479
19.25 2.05 47 1837 200 880
21.09 2.77 37 1853 388 1315
21.66 1.88 31 2212 380 1532
24.1 2.85 38 1874 400 1465
18.32 2.83 30 2612 331 1357
21.74 2.54 29 2688 468 1731
21.59 1.96 30 2558 423 1542
19.78 2.79 30 2196 395 1522
20.8 2.48 30 2524 401 1483
21.15 2.86 41 1976 324 1192
19.3 1.69 35 1994 379 1210
2.81 1.79 12 1660 139 539
21.4 2.67 24 2957 555 1920
20.92 3.13 35 2258 393 1302
20.77 2.61 30 2382 452 1539
21.45 2.05 33 1998 407 1417
20.87 2.26 27 2844 490 1644
20.86 3.27 32 2342 424 1420
22.42 2.84 24 3260 535 1968
22.35 2.47 33 2285 422 1449
19.34 2.94 30 5122 385 1336
21.69 1.59 30 2702 430 1545
21.32 2.67 29 5077 468 1534
21.68 2.26 27 2698 496 1695
22.59 2.67 37 2051 398 1289
19.7 2.86 33 2409 377 1260
18.34 2.92 40 1639 335 968
22.12 2.72 41 1753 371 1121
13.38 2.57 24 2482 410 1168
17 3.25 32 2151 399 2046
21.34 2.73 35 2606 409 1275
19.18 3.45 20 2823 675 2136
19.54 2.78 20 3312 594 2042
25.29 3.27 32 2610 493 1808
21.86 0.65 23 3008 550 1960
18.37 2.59 23 3485 513 1814
21.7 2.76 31 2762 476 1522
23.89 2.86 30 2454 519 1791
21.85 3.11 29 5307 477 1470
15.98 2.59 26 2305 479 1379
17.39 1.68 28 2546 417 1281
21.95 3.27 36 2415 449 1384
25.58 2.58 41 1829 413 1293
19.56 3.29 35 4087 384 1237
18.98 2.31 35 2102 369 1124
25.59 3.33 40 1911 470 1445
15.38 2.62 20 2826 472 1591
16.43 2.76 22 2746 508 1683
24.07 2.9 34 2762 483 1559
20.47 2.57 30 2616 478 1538
20.91 2.72 29 5429 431 1408
19.91 2.08 30 2166 468 1495
20.91 2.27 39 1760 364 1120
20.21 2.91 29 2717 497 1570
23.52 2.51 33 2358 427 1492
19.65 3.31 26 3044 515 1702
20.04 2.22 30 2280 434 1399
19.26 3.41 28 2724 471 1548
21.89 2.4 37 2061 371 1237
20.57 2.73 37 2037 382 1222
13.49 2.29 31 2479 352 1031
18.86 3.21 41 1856 359 1039
24.7 2.31 49 2983 348 996
20.82 3.39 37 4242 433 1287
19.49 2.46 30 2512 414 1390
19.31 3.28 23 6548 562 1636
18.58 2.49 32 2122 431 1218
21.31 1.81 39 2023 365 1149
22.13 2.21 33 2365 478 1430
19.81 1.84 38 4127 417 1051
21.83 1.91 41 3634 391 1115
19.68 2.55 30 2472 479 1373
18.87 2.27 31 2311 369 1263
24.1 2.62 35 1898 485 1430
19.73 2.72 31 2580 481 1323
19.33 8.49 25 3031 491 1601
19.05 4.33 15 5212 765 2650
19.35 7.39 21 3371 596 1923
19.98 6.85 22 3188 586 1893
20.03 6.44 27 2738 505 1584
19.93 6.89 21 3434 585 2028
18.43 5.45 21 3420 625 1990
19.4 8.12 18 4173 618 2303
17.66 7.81 20 3708 642 2002
19.67 5.96 16 4897 755 2628
20.99 7.98 22 3676 636 2160
15.47 6.94 19 4086 560 1732
18.91 5.36 29 2205 481 1512
17.49 8.15 30 2284 441 1240
18.98 8.25 27 2902 539 1634
20.63 7.33 47 1713 342 934
21.14 6.03 27 2447 562 1742
19.06 5.3 33 2244 407 1751
17.98 5.23 19 3812 658 2105
17.86 6.88 30 5106 449 1191
18.44 6.02 23 3237 553 1827
18.11 4.83 28 2484 489 1374
19.94 7.15 24 3020 584 1895
20.93 9.35 28 2835 517 1588
17.63 8.75 17 4182 794 2364
18.7 5.44 25 2683 490 1590
18.66 5.49 16 4714 870 2659
19.23 6.98 27 2656 504 1519
17.38 7.25 27 2593 483 1406
19.21 8.67 22 3284 649 1863
18.71 5.33 28 2766 508 1454
17.71 6.31 21 3666 581 1830
17.78 7.33 28 2507 494 1384
19.41 6.27 25 2839 550 1683
22.16 4.22 29 2648 535 1603
16.29 6.12 19 3442 602 1789
18.6 5.88 19 4067 621 2047
19.03 6.65 15 5352 754 2651
17.98 4.29 17 4207 706 2207
18.93 4.68 22 3218 592 1791
19.19 8.02 20 3639 652 1994
21.52 5.24 20 3582 716 2230
18.89 6.26 15 5144 815 2607
17.37 4.88 14 5203 842 2571
17.95 4.75 48 1571 331 774
14.81 3.3 45 1401 317 687
16.02 3.18 55 1318 228 669
17.37 3.15 44 1430 377 822
18.1 4.89 49 3375 375 882
17.14 4.63 53 1412 312 675
17.07 2.83 36 4005 413 1041
14.14 3.16 52 1357 275 582
17.71 4.2 30 2710 536 1361
16.76 3.08 43 1648 358 1027
16.71 4.64 31 2015 528 1223
16.61 4.05 32 2306 447 1111
15.74 3.1 38 2056 404 939
17.99 4.56 46 1518 362 836
15.9 4.45 36 2067 427 1129
13.67 3.73 36 1960 402 809
17.09 3.05 38 3766 426 920
19.17 3.4 51 1594 367 800
15.78 4.75 37 2128 417 993
13.63 4.12 41 1759 354 746
17.21 3.83 45 1651 423 998
15.02 4.46 42 3619 345 723
18.85 2.91 40 3690 350 891
16.59 2.98 49 1309 341 719
15.65 5.05 47 1649 376 756
15.49 4.56 35 2057 453 941
17.09 2.91 44 1544 375 887
18.16 3.27 56 1365 345 689
16.25 4.46 42 1541 356 882
13.64 3.77 37 1735 350 784
16.25 3.51 40 1761 433 926
13.92 3.57 27 2653 479 1142
16.63 3.23 43 1582 405 847
13.28 3.76 28 2848 422 1014
15.22 4.64 43 1532 391 772
11.77 2.92 22 3150 436 1160
16.62 3.45 44 1720 390 823
17.81 3.9 36 1978 460 1037
13.6 4.68 34 1996 421 837
15.5 3.62 34 2091 474 953
17.45 3.27 49 1354 353 744
16.97 3.46 46 1536 364 769
16.82 4.57 49 1378 366 713
17.16 4.03 41 1976 416 907
15.54 3.74 52 1304 329 619
15.42 3.88 42 1649 363 761
16.89 3.37 43 1570 402 814
21.23 7.25 32 2203 460 1400
20.26 7.38 29 2425 500 1456
20.33 7.07 30 5240 499 1502
19.13 7.32 34 2068 379 1173
19 6.97 35 1977 509 1329
21.82 7.31 38 2048 407 1197
19.48 7.44 30 5196 514 1396
20.76 7.04 33 1916 422 1342
16.95 7.13 25 2378 504 1560
19.53 7.31 28 2751 462 1495
20.55 5.57 32 2582 489 1458
20.37 7.35 23 7409 557 1910
18 8.81 24 2750 555 1699
22 7.52 23 2838 631 2031
21.71 5.6 37 2162 432 1330
20.89 5.34 27 2647 557 1646
18.58 9.12 26 2675 599 1663
19.43 7.18 27 2476 518 1531
20.13 4.59 31 2369 500 1535
19.43 6.8 39 2142 391 1122
17.9 8.82 37 4219 347 1060
20.09 7.93 36 4363 431 1117
19.88 4.99 28 2349 503 1583
19.95 7.61 37 1680 447 1145
21.03 7.49 41 1927 384 1166
20.89 9.37 38 1844 478 1168
20.13 7.37 32 2237 469 1436
17.08 7.66 35 1963 399 1038
17.78 7.86 35 2115 410 1205
19.95 8.84 34 1978 458 1250
19.48 6.92 24 6265 576 1783
19.2 5.73 37 1959 432 1146
19.16 6.7 24 2862 602 1747
18.73 8.57 30 2400 511 1334
17.11 7.88 28 2623 458 1330
22.29 7.92 34 2344 500 1420
22.95 6.89 37 2115 487 1351
21.2 7.56 31 2013 496 1481
17.99 6.58 30 2448 500 1300
19.54 5.71 35 4356 425 1125
19.18 6.2 36 2145 400 1116
18.52 7.38 38 4179 372 1057
20.1 5.58 30 4942 472 1346
20.97 7.22 43 1623 390 1014
18.49 7.06 25 3300 540 1537
21.74 7.41 44 1555 362 1024
17.26 5.3 28 2342 468 1277
19.27 5.82 27 2860 515 1478
18.09 4.72 36 2380 398 1043
16.36 4.83 21 3069 592 1627
18.09 4.92 20 3774 626 1890
18.25 6.06 27 2884 469 1413
17.73 3.55 30 2204 407 1219
17.73 4.78 26 2970 480 1406
18.41 4.44 24 3047 538 1581
19.21 4.88 29 2737 477 1367
18.34 4.11 28 2773 440 1357
14.13 4.73 24 3047 430 1223
18.49 4.48 26 2949 587 1594
18.16 4.7 26 2661 491 1449
16.14 3.95 36 2063 393 1010
15.8 4.83 16 4650 660 2063
16.78 3.67 25 2690 569 1513
16.38 4.49 24 3142 523 1425
18 3.8 27 2591 591 1501
16.11 5.65 23 2966 522 1461
16.38 4.73 32 2351 450 1151
20.66 4.92 34 2329 438 1271
16.66 3.88 27 2536 585 1391
